execution_timestamp,symbol,row_kind,quantity,close_price,market_value,pnl,side,weight,selected_period_return,gross_contribution,funding_contribution
2024-01-01T00:00:00+00:00,BTCUSDT,holding,2.362338705865671,44230.2,104486.71342817979,4526.713428179792,long,1.0003740767515723,0.045285248381150334,0.04333954641560201,-0.00037422993837199573
2024-01-01T00:00:00+00:00,CASH,cash,1.0,-39.07143462634452,-39.07143462634452,0.0,long,-0.0003740767515723909,0.0,0.0,0.0
2024-01-02T00:00:00+00:00,BTCUSDT,holding,2.361455342320175,44979.8,106217.78900649303,6295.16765155713,long,1.0006590411862952,0.0630004253911236,0.05930566325315871,-0.000658893952259528
2024-01-02T00:00:00+00:00,CASH,cash,1.0,-69.95579392306925,-69.95579392306925,0.0,long,-0.0006590411862951258,0.0,0.0,0.0
2024-01-03T00:00:00+00:00,BTCUSDT,holding,2.3599000675201416,42849.5,101120.53794320431,1263.7264861570359,long,1.0002119116194164,0.012655385924280393,0.012499876980412782,-0.00021163483837955232
2024-01-03T00:00:00+00:00,CASH,cash,1.0,-21.424076940968444,-21.424076940968444,0.0,long,-0.000211911619416455,0.0,0.0,0.0
2024-01-04T00:00:00+00:00,BTCUSDT,holding,2.3594000832276536,44143.8,104152.8853939849,4317.230272289968,long,1.0001000922968062,0.043243370988325536,0.041455043491604684,-0.00010001000922968063
2024-01-04T00:00:00+00:00,CASH,cash,1.0,-10.423858170177132,-10.423858170177132,0.0,long,-0.00010009229680625854,0.0,0.0,0.0
2024-01-05T00:00:00+00:00,BTCUSDT,holding,2.3591639490894467,44145.4,104146.23619813327,4320.572856362416,long,1.0000000400354692,0.04328118353263699,0.041485637763412714,0.0
2024-01-05T00:00:00+00:00,CASH,cash,1.0,-0.0041695432659025755,-0.0041695432659025755,0.0,long,-4.0035469211771017e-08,0.0,0.0,0.0
2024-01-06T00:00:00+00:00,BTCUSDT,holding,2.3591639490894467,43956.7,103701.06196094007,3875.3986191692275,long,1.0001000502163788,0.038821666587890435,0.03737460620315999,-0.00010001000502163788
2024-01-06T00:00:00+00:00,CASH,cash,1.0,-10.374275739359911,-10.374275739359911,0.0,long,-0.00010005021637869398,0.0,0.0,0.0
2024-01-07T00:00:00+00:00,BTCUSDT,holding,2.3589279373019254,43916.9,103596.80232969492,3781.1255907012596,long,1.0001000500653692,0.03788107954814013,0.03650212948203953,-0.00010001000500653693
2024-01-07T00:00:00+00:00,CASH,cash,1.0,-10.363829943262221,-10.363829943262221,0.0,long,-0.00010005006536919471,0.0,0.0,0.0
2024-01-08T00:00:00+00:00,BTCUSDT,holding,2.3586919500181405,46972.7,110794.1293606171,10988.438187549504,long,1.0001000474250168,0.11009831261520997,0.0991888073485008,-0.00010001000474250169
2024-01-08T00:00:00+00:00,CASH,cash,1.0,-11.0835584680371,-11.0835584680371,0.0,long,-0.00010004742501692522,0.0,0.0,0.0
2024-01-09T00:00:00+00:00,BTCUSDT,holding,2.3584559920667383,46114.0,108757.83961816557,8962.132769853606,long,1.0000000407641747,0.08980479273999142,0.08240447922331319,0.0
