order_id,symbol,trade_side,quantity,price,commission,status,execution_timestamp,turnover,realized_pnl,estimated_fee,delta_weight,execution_model
4e497bb2-3a5f-4701-8c29-2df90b2cce55,SH600008,buy,11359.287644872296,17.43067049537911,148.5,filled,2023-01-22T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
8a72bb9c-d84e-451b-8b2a-ea4be5d3f92d,SH600018,buy,6227.898086207758,31.792427759614252,148.5,filled,2023-01-22T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
08d961fb-edc8-4f05-97ac-d112c7a2f704,SH600020,buy,6667.859315681285,29.69468769899646,148.5,filled,2023-01-22T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
791e75e0-7f64-486f-9708-2c1c488bceb3,SH600026,buy,5406.675027236625,36.62139836453212,148.5,filled,2023-01-22T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
9c84b15b-39f0-44d0-a68f-a57eb9a28368,SH600028,buy,5939.541547202886,33.33590621876268,148.5,filled,2023-01-22T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
042e922f-fa29-4848-bc22-b725ccb9ad8b,SH600007,buy,11816.095877920103,16.756803773908818,148.5,filled,2023-01-23T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
58fee689-685e-4529-8b77-024adb520bf2,SH600014,buy,8260.998752082589,23.968046230497784,148.5,filled,2023-01-23T00:00:00+00:00,198000.0,0.0,148.5,0.0,next_bar_open
a6bf431a-a968-4d66-95df-f44bd42934c9,SH600018,sell,6099.298968186803,32.46274711778251,346.5,filled,2023-01-23T00:00:00+00:00,198000.0,0.0,346.5,0.0,next_bar_open
e192ce55-1439-4b28-8a57-e0fe6334dc04,SH600020,sell,6737.7541486248465,29.386646593570227,346.5,filled,2023-01-23T00:00:00+00:00,198000.0,0.0,346.5,0.0,next_bar_open
c2ef77ea-481f-4d81-a32d-8b6f828753e6,SH600007,sell,11056.079156411542,16.78456860954448,324.75015851835235,filled,2023-01-24T00:00:00+00:00,185571.51915334418,0.0,324.75015851835235,0.0,next_bar_open
03351cae-f155-4dc6-b7a4-e9673548f9a0,SH600008,buy,27965.27172891665,17.15952628660008,359.9031115081945,filled,2023-01-24T00:00:00+00:00,479870.8153442593,0.0,359.9031115081945,0.0,next_bar_open
30fd5d58-e0da-434d-bf59-0b064b97d56d,SH600014,sell,8305.06344838267,23.84087746356213,346.5,filled,2023-01-24T00:00:00+00:00,198000.0,0.0,346.5,0.0,next_bar_open
32165936-4e70-4d08-996a-4a76fb47893a,SH600023,buy,1327.3177747567427,30.794009258645428,30.655076883767833,filled,2023-01-24T00:00:00+00:00,40873.43584502378,0.0,30.655076883767833,0.0,next_bar_open
7fbc3152-4a0e-4af9-8562-768f2f7088e5,SH600026,sell,5353.928609934049,36.169053276548794,338.881425980201,filled,2023-01-24T00:00:00+00:00,193646.52913154344,0.0,338.881425980201,0.0,next_bar_open
39b804f1-2bf3-4395-95b3-ceb5916db42f,SH600028,buy,1685.531828060085,33.505031560632936,42.355347821703354,filled,2023-01-24T00:00:00+00:00,56473.797095604474,0.0,42.355347821703354,0.0,next_bar_open
a4a540d6-509f-44af-8567-baf81ecb8491,SH600007,sell,737.0319862846168,16.862878515365246,21.749841481647714,filled,2023-01-25T00:00:00+00:00,12428.480846655837,0.0,21.749841481647714,0.0,next_bar_open
b605ece3-5234-4115-b4b8-d90568380f68,SH600008,sell,32111.95856524315,17.602391855970986,989.1827363741992,filled,2023-01-25T00:00:00+00:00,565247.2779281137,0.0,989.1827363741992,0.0,next_bar_open
6db4d079-59ba-4bca-b1d9-1d351da31f09,SH600014,buy,34726.87843707195,23.53653937713524,613.0129063343495,filled,2023-01-25T00:00:00+00:00,817350.5417791327,0.0,613.0129063343495,0.0,next_bar_open
bcd87aff-c23e-42fc-8621-922947a9c44c,SH600016,buy,440.6974500129252,26.384944512653313,8.720833324094128,filled,2023-01-25T00:00:00+00:00,11627.777765458837,0.0,8.720833324094128,0.0,next_bar_open
bbed7357-741a-4e0a-9ded-23820a66d47b,SH600018,buy,947.4250649185758,31.955718167051423,22.706736269203805,filled,2023-01-25T00:00:00+00:00,30275.648358938404,0.0,22.706736269203805,0.0,next_bar_open
2c15e3a3-2a97-4dbd-8a17-a1ea02fb599f,SH600023,sell,772.5687983715658,29.448433864601206,39.814147038224085,filled,2023-01-25T00:00:00+00:00,22750.941164699478,0.0,39.814147038224085,0.0,next_bar_open
8ab1fac0-f0fa-4bb6-818e-cb20273049c8,SH600026,sell,120.81445880769928,36.03435310161001,7.618574019798967,filled,2023-01-25T00:00:00+00:00,4353.470868456553,0.0,7.618574019798967,0.0,next_bar_open
51df1f31-fbd1-4808-b9f9-5ec1d1721596,SH600028,sell,7401.123660488426,34.383130017693944,445.3291449173079,filled,2023-01-25T00:00:00+00:00,254473.79709560447,0.0,445.3291449173079,0.0,next_bar_open
c0303ed3-7066-414f-9939-a9513b7092c7,SH600004,buy,12029.749777492136,13.12303878165052,118.40015464768575,filled,2023-01-26T00:00:00+00:00,157866.872863581,0.0,118.40015464768575,0.0,next_bar_open
e3cb0313-f613-4595-a478-d595100ff23f,SH600005,buy,50683.57826101509,12.956083674350074,492.4955106488865,filled,2023-01-26T00:00:00+00:00,656660.680865182,0.0,492.4955106488865,0.0,next_bar_open
5501db16-8875-4517-acb7-ec143d9e59f7,SH600008,sell,6321.896083322753,17.814835285453057,197.09119047825487,filled,2023-01-26T00:00:00+00:00,112623.53741614566,0.0,197.09119047825487,0.0,next_bar_open
